"time_value","fips","geo_value_fullname","age_group","value"
2023-12-23,"42","Pennsylvania","0-130",72
2023-12-30,"42","Pennsylvania","0-130",NA
2024-01-06,"42","Pennsylvania","0-130",48
2024-01-13,"42","Pennsylvania","0-130",NA
2024-01-20,"42","Pennsylvania","0-130",143
2024-03-02,"53","Washington","0-130",7
2024-03-09,"53","Washington","0-130",31
2024-03-16,"53","Washington","0-130",35
2024-03-23,"53","Washington","0-130",25
2024-03-30,"53","Washington","0-130",16
2024-04-06,"53","Washington","0-130",17
2024-04-13,"53","Washington","0-130",12
2024-04-20,"53","Washington","0-130",8
2024-04-27,"53","Washington","0-130",2
2024-05-04,"53","Washington","0-130",2
2024-05-11,"53","Washington","0-130",5
2024-05-18,"53","Washington","0-130",7
2024-05-25,"53","Washington","0-130",4
2024-06-01,"53","Washington","0-130",1
2024-06-08,"53","Washington","0-130",1
2024-06-15,"53","Washington","0-130",0
2024-06-22,"53","Washington","0-130",1
2024-06-29,"53","Washington","0-130",1
2024-07-06,"53","Washington","0-130",0
2024-07-13,"53","Washington","0-130",1
2024-07-20,"53","Washington","0-130",0
2024-07-27,"53","Washington","0-130",1
2024-08-03,"53","Washington","0-130",0
2024-08-10,"53","Washington","0-130",0
2024-08-17,"53","Washington","0-130",1
2024-08-24,"53","Washington","0-130",1
2024-08-31,"53","Washington","0-130",2
2024-09-07,"53","Washington","0-130",1
2024-09-14,"53","Washington","0-130",3
2024-09-21,"53","Washington","0-130",3
2024-09-28,"53","Washington","0-130",0
2024-10-05,"53","Washington","0-130",3
2024-10-19,"09","Connecticut","0-130",12
2024-10-19,"09","Connecticut","0-64",7
2024-10-19,"09","Connecticut","65-130",5
2024-10-26,"60","American Samoa","0-130",0
2024-10-26,"60","American Samoa","0-64",0
2024-10-26,"60","American Samoa","65-130",0
2024-10-26,"09","Connecticut","0-130",16
2024-10-26,"09","Connecticut","0-64",15
2024-10-26,"09","Connecticut","65-130",1
2024-11-02,"02","Alaska","0-130",4
2024-11-02,"02","Alaska","0-64",4
2024-11-02,"02","Alaska","65-130",0
2024-11-02,"60","American Samoa","0-130",0
2024-11-02,"60","American Samoa","0-64",0
2024-11-02,"60","American Samoa","65-130",0
2024-11-02,"06","California","0-130",52
2024-11-02,"06","California","0-64",40
2024-11-02,"06","California","65-130",12
2024-11-02,"09","Connecticut","0-130",12
2024-11-02,"09","Connecticut","0-64",12
2024-11-02,"09","Connecticut","65-130",0
2024-11-02,"22","Louisiana","0-130",31
2024-11-02,"22","Louisiana","0-64",11
2024-11-02,"22","Louisiana","65-130",5
2024-11-02,"30","Montana","0-130",0
2024-11-02,"30","Montana","0-64",0
2024-11-02,"30","Montana","65-130",0
2024-11-02,"31","Nebraska","0-130",0
2024-11-02,"31","Nebraska","0-64",0
2024-11-02,"31","Nebraska","65-130",0
2024-11-02,"33","New Hampshire","0-130",1
2024-11-02,"33","New Hampshire","0-64",0
2024-11-02,"33","New Hampshire","65-130",1
2024-11-02,"34","New Jersey","0-130",96
2024-11-02,"34","New Jersey","0-64",90
2024-11-02,"34","New Jersey","65-130",6
2024-11-02,"39","Ohio","0-130",52
2024-11-02,"39","Ohio","0-64",45
2024-11-02,"39","Ohio","65-130",7
2024-11-02,"42","Pennsylvania","0-130",NA
2024-11-02,"45","South Carolina","0-130",32
2024-11-02,"45","South Carolina","0-64",25
2024-11-02,"45","South Carolina","65-130",7
2024-11-02,"49","Utah","0-130",5
2024-11-02,"49","Utah","0-64",5
2024-11-02,"49","Utah","65-130",0
2024-11-02,"51","Virginia","0-130",26
2024-11-02,"51","Virginia","0-64",16
2024-11-02,"51","Virginia","65-130",10
2024-11-02,"53","Washington","0-130",NA
2024-11-09,"01","Alabama","0-130",62
2024-11-09,"01","Alabama","0-64",54
2024-11-09,"01","Alabama","65-130",8
2024-11-09,"02","Alaska","0-130",5
2024-11-09,"02","Alaska","0-64",5
2024-11-09,"02","Alaska","65-130",0
2024-11-09,"04","Arizona","0-130",7
2024-11-09,"04","Arizona","0-64",5
2024-11-09,"04","Arizona","65-130",2
2024-11-09,"05","Arkansas","0-130",7
2024-11-09,"05","Arkansas","0-64",7
2024-11-09,"05","Arkansas","65-130",0
2024-11-09,"06","California","0-130",114
2024-11-09,"06","California","0-64",84
2024-11-09,"06","California","65-130",29
2024-11-09,"08","Colorado","0-130",10
2024-11-09,"08","Colorado","0-64",6
2024-11-09,"08","Colorado","65-130",4
2024-11-09,"09","Connecticut","0-130",21
2024-11-09,"09","Connecticut","0-64",15
2024-11-09,"09","Connecticut","65-130",6
2024-11-09,"10","Delaware","0-130",23
2024-11-09,"10","Delaware","0-64",22
2024-11-09,"10","Delaware","65-130",1
2024-11-09,"12","Florida","0-130",423
2024-11-09,"12","Florida","0-64",297
2024-11-09,"12","Florida","65-130",115
2024-11-09,"13","Georgia","0-130",175
2024-11-09,"13","Georgia","0-64",153
2024-11-09,"13","Georgia","65-130",22
2024-11-09,"66","Guam","0-130",2
2024-11-09,"66","Guam","0-64",2
2024-11-09,"66","Guam","65-130",0
2024-11-09,"15","Hawaii","0-130",15
2024-11-09,"15","Hawaii","0-64",11
2024-11-09,"15","Hawaii","65-130",4
2024-11-09,"16","Idaho","0-130",2
2024-11-09,"16","Idaho","0-64",2
2024-11-09,"16","Idaho","65-130",0
2024-11-09,"17","Illinois","0-130",63
2024-11-09,"17","Illinois","0-64",47
2024-11-09,"17","Illinois","65-130",16
2024-11-09,"18","Indiana","0-130",17
2024-11-09,"18","Indiana","0-64",15
2024-11-09,"18","Indiana","65-130",2
2024-11-09,"19","Iowa","0-130",5
2024-11-09,"19","Iowa","0-64",5
2024-11-09,"19","Iowa","65-130",0
2024-11-09,"20","Kansas","0-130",1
2024-11-09,"20","Kansas","0-64",0
2024-11-09,"20","Kansas","65-130",1
2024-11-09,"21","Kentucky","0-130",25
2024-11-09,"21","Kentucky","0-64",21
2024-11-09,"21","Kentucky","65-130",4
2024-11-09,"22","Louisiana","0-130",48
2024-11-09,"22","Louisiana","0-64",42
2024-11-09,"22","Louisiana","65-130",6
2024-11-09,"23","Maine","0-130",1
2024-11-09,"23","Maine","0-64",1
2024-11-09,"23","Maine","65-130",0
2024-11-09,"24","Maryland","0-130",75
2024-11-09,"24","Maryland","0-64",70
2024-11-09,"24","Maryland","65-130",5
2024-11-09,"25","Massachusetts","0-130",29
2024-11-09,"25","Massachusetts","0-64",25
2024-11-09,"25","Massachusetts","65-130",4
2024-11-09,"26","Michigan","0-130",36
2024-11-09,"26","Michigan","0-64",34
2024-11-09,"26","Michigan","65-130",2
2024-11-09,"27","Minnesota","0-130",14
2024-11-09,"27","Minnesota","0-64",12
2024-11-09,"27","Minnesota","65-130",2
2024-11-09,"28","Mississippi","0-130",25
2024-11-09,"28","Mississippi","0-64",23
2024-11-09,"28","Mississippi","65-130",2
2024-11-09,"29","Missouri","0-130",20
2024-11-09,"29","Missouri","0-64",15
2024-11-09,"29","Missouri","65-130",5
2024-11-09,"30","Montana","0-130",0
2024-11-09,"30","Montana","0-64",0
2024-11-09,"30","Montana","65-130",0
2024-11-09,"31","Nebraska","0-130",0
2024-11-09,"31","Nebraska","0-64",0
2024-11-09,"31","Nebraska","65-130",0
2024-11-09,"32","Nevada","0-130",9
2024-11-09,"32","Nevada","0-64",6
2024-11-09,"32","Nevada","65-130",3
2024-11-09,"33","New Hampshire","0-130",2
2024-11-09,"33","New Hampshire","0-64",1
2024-11-09,"33","New Hampshire","65-130",1
2024-11-09,"34","New Jersey","0-130",101
2024-11-09,"34","New Jersey","0-64",92
2024-11-09,"34","New Jersey","65-130",9
2024-11-09,"35","New Mexico","0-130",6
2024-11-09,"35","New Mexico","0-64",6
2024-11-09,"35","New Mexico","65-130",0
2024-11-09,"36","New York","0-130",179
2024-11-09,"36","New York","0-64",152
2024-11-09,"36","New York","65-130",27
2024-11-09,"37","North Carolina","0-130",33
2024-11-09,"37","North Carolina","0-64",20
2024-11-09,"37","North Carolina","65-130",13
2024-11-09,"38","North Dakota","0-130",0
2024-11-09,"38","North Dakota","0-64",0
2024-11-09,"38","North Dakota","65-130",0
2024-11-09,"39","Ohio","0-130",100
2024-11-09,"39","Ohio","0-64",90
2024-11-09,"39","Ohio","65-130",10
2024-11-09,"40","Oklahoma","0-130",0
2024-11-09,"40","Oklahoma","0-64",0
2024-11-09,"40","Oklahoma","65-130",0
2024-11-09,"41","Oregon","0-130",4
2024-11-09,"41","Oregon","0-64",1
2024-11-09,"41","Oregon","65-130",3
2024-11-09,"42","Pennsylvania","0-130",185
2024-11-09,"42","Pennsylvania","0-64",153
2024-11-09,"42","Pennsylvania","65-130",30
2024-11-09,"44","Rhode Island","0-130",9
2024-11-09,"44","Rhode Island","0-64",9
2024-11-09,"44","Rhode Island","65-130",0
2024-11-09,"45","South Carolina","0-130",46
2024-11-09,"45","South Carolina","0-64",40
2024-11-09,"45","South Carolina","65-130",6
2024-11-09,"46","South Dakota","0-130",0
2024-11-09,"46","South Dakota","0-64",0
2024-11-09,"46","South Dakota","65-130",0
2024-11-09,"47","Tennessee","0-130",89
2024-11-09,"47","Tennessee","0-64",80
2024-11-09,"47","Tennessee","65-130",9
2024-11-09,"48","Texas","0-130",409
2024-11-09,"48","Texas","0-64",382
2024-11-09,"48","Texas","65-130",26
2024-11-09,"US","US","0-130",2558
2024-11-09,"US","US","0-64",2128
2024-11-09,"US","US","65-130",398
2024-11-09,"49","Utah","0-130",8
2024-11-09,"49","Utah","0-64",7
2024-11-09,"49","Utah","65-130",1
2024-11-09,"50","Vermont","0-130",0
2024-11-09,"50","Vermont","0-64",0
2024-11-09,"50","Vermont","65-130",0
2024-11-09,"51","Virginia","0-130",37
2024-11-09,"51","Virginia","0-64",30
2024-11-09,"51","Virginia","65-130",7
2024-11-09,"53","Washington","0-130",13
2024-11-09,"53","Washington","0-64",11
2024-11-09,"53","Washington","65-130",2
2024-11-09,"54","West Virginia","0-130",10
2024-11-09,"54","West Virginia","0-64",6
2024-11-09,"54","West Virginia","65-130",4
2024-11-09,"55","Wisconsin","0-130",10
2024-11-09,"55","Wisconsin","0-64",8
2024-11-09,"55","Wisconsin","65-130",2
2024-11-09,"56","Wyoming","0-130",0
2024-11-09,"56","Wyoming","0-64",0
2024-11-09,"56","Wyoming","65-130",0
2024-11-16,"01","Alabama","0-130",81
2024-11-16,"01","Alabama","0-64",72
2024-11-16,"01","Alabama","65-130",9
2024-11-16,"02","Alaska","0-130",9
2024-11-16,"02","Alaska","0-64",8
2024-11-16,"02","Alaska","65-130",1
2024-11-16,"60","American Samoa","0-130",NA
2024-11-16,"60","American Samoa","0-64",NA
2024-11-16,"60","American Samoa","65-130",NA
2024-11-16,"04","Arizona","0-130",6
2024-11-16,"04","Arizona","0-64",1
2024-11-16,"04","Arizona","65-130",5
2024-11-16,"05","Arkansas","0-130",21
2024-11-16,"05","Arkansas","0-64",18
2024-11-16,"05","Arkansas","65-130",3
2024-11-16,"06","California","0-130",142
2024-11-16,"06","California","0-64",111
2024-11-16,"06","California","65-130",29
2024-11-16,"08","Colorado","0-130",18
2024-11-16,"08","Colorado","0-64",17
2024-11-16,"08","Colorado","65-130",1
2024-11-16,"09","Connecticut","0-130",27
2024-11-16,"09","Connecticut","0-64",20
2024-11-16,"09","Connecticut","65-130",7
2024-11-16,"10","Delaware","0-130",26
2024-11-16,"10","Delaware","0-64",21
2024-11-16,"10","Delaware","65-130",5
2024-11-16,"12","Florida","0-130",418
2024-11-16,"12","Florida","0-64",316
2024-11-16,"12","Florida","65-130",102
2024-11-16,"13","Georgia","0-130",299
2024-11-16,"13","Georgia","0-64",261
2024-11-16,"13","Georgia","65-130",38
2024-11-16,"66","Guam","0-130",5
2024-11-16,"66","Guam","0-64",5
2024-11-16,"66","Guam","65-130",0
2024-11-16,"15","Hawaii","0-130",26
2024-11-16,"15","Hawaii","0-64",25
2024-11-16,"15","Hawaii","65-130",1
2024-11-16,"16","Idaho","0-130",1
2024-11-16,"16","Idaho","0-64",1
2024-11-16,"16","Idaho","65-130",0
2024-11-16,"17","Illinois","0-130",81
2024-11-16,"17","Illinois","0-64",68
2024-11-16,"17","Illinois","65-130",13
2024-11-16,"18","Indiana","0-130",30
2024-11-16,"18","Indiana","0-64",25
2024-11-16,"18","Indiana","65-130",5
2024-11-16,"19","Iowa","0-130",10
2024-11-16,"19","Iowa","0-64",10
2024-11-16,"19","Iowa","65-130",0
2024-11-16,"20","Kansas","0-130",3
2024-11-16,"20","Kansas","0-64",3
2024-11-16,"20","Kansas","65-130",0
2024-11-16,"21","Kentucky","0-130",44
2024-11-16,"21","Kentucky","0-64",39
2024-11-16,"21","Kentucky","65-130",5
2024-11-16,"22","Louisiana","0-130",73
2024-11-16,"22","Louisiana","0-64",65
2024-11-16,"22","Louisiana","65-130",8
2024-11-16,"23","Maine","0-130",1
2024-11-16,"23","Maine","0-64",1
2024-11-16,"23","Maine","65-130",0
2024-11-16,"24","Maryland","0-130",67
2024-11-16,"24","Maryland","0-64",59
2024-11-16,"24","Maryland","65-130",8
2024-11-16,"25","Massachusetts","0-130",56
2024-11-16,"25","Massachusetts","0-64",48
2024-11-16,"25","Massachusetts","65-130",8
2024-11-16,"26","Michigan","0-130",44
2024-11-16,"26","Michigan","0-64",30
2024-11-16,"26","Michigan","65-130",14
2024-11-16,"27","Minnesota","0-130",13
2024-11-16,"27","Minnesota","0-64",11
2024-11-16,"27","Minnesota","65-130",2
2024-11-16,"28","Mississippi","0-130",46
2024-11-16,"28","Mississippi","0-64",43
2024-11-16,"28","Mississippi","65-130",3
2024-11-16,"29","Missouri","0-130",36
2024-11-16,"29","Missouri","0-64",34
2024-11-16,"29","Missouri","65-130",2
2024-11-16,"30","Montana","0-130",0
2024-11-16,"30","Montana","0-64",0
2024-11-16,"30","Montana","65-130",0
2024-11-16,"31","Nebraska","0-130",2
2024-11-16,"31","Nebraska","0-64",2
2024-11-16,"31","Nebraska","65-130",0
2024-11-16,"32","Nevada","0-130",12
2024-11-16,"32","Nevada","0-64",8
2024-11-16,"32","Nevada","65-130",4
2024-11-16,"33","New Hampshire","0-130",4
2024-11-16,"33","New Hampshire","0-64",4
2024-11-16,"33","New Hampshire","65-130",0
2024-11-16,"34","New Jersey","0-130",159
2024-11-16,"34","New Jersey","0-64",137
2024-11-16,"34","New Jersey","65-130",22
2024-11-16,"35","New Mexico","0-130",7
2024-11-16,"35","New Mexico","0-64",7
2024-11-16,"35","New Mexico","65-130",0
2024-11-16,"36","New York","0-130",265
2024-11-16,"36","New York","0-64",214
2024-11-16,"36","New York","65-130",51
2024-11-16,"37","North Carolina","0-130",62
2024-11-16,"37","North Carolina","0-64",52
2024-11-16,"37","North Carolina","65-130",10
2024-11-16,"38","North Dakota","0-130",0
2024-11-16,"38","North Dakota","0-64",0
2024-11-16,"38","North Dakota","65-130",0
2024-11-16,"39","Ohio","0-130",131
2024-11-16,"39","Ohio","0-64",115
2024-11-16,"39","Ohio","65-130",16
2024-11-16,"40","Oklahoma","0-130",6
2024-11-16,"40","Oklahoma","0-64",6
2024-11-16,"40","Oklahoma","65-130",0
2024-11-16,"41","Oregon","0-130",4
2024-11-16,"41","Oregon","0-64",2
2024-11-16,"41","Oregon","65-130",2
2024-11-16,"42","Pennsylvania","0-130",162
2024-11-16,"42","Pennsylvania","0-64",118
2024-11-16,"42","Pennsylvania","65-130",44
2024-11-16,"44","Rhode Island","0-130",12
2024-11-16,"44","Rhode Island","0-64",11
2024-11-16,"44","Rhode Island","65-130",1
2024-11-16,"45","South Carolina","0-130",73
2024-11-16,"45","South Carolina","0-64",58
2024-11-16,"45","South Carolina","65-130",15
2024-11-16,"46","South Dakota","0-130",0
2024-11-16,"46","South Dakota","0-64",0
2024-11-16,"46","South Dakota","65-130",0
2024-11-16,"47","Tennessee","0-130",129
2024-11-16,"47","Tennessee","0-64",110
2024-11-16,"47","Tennessee","65-130",19
2024-11-16,"48","Texas","0-130",559
2024-11-16,"48","Texas","0-64",513
2024-11-16,"48","Texas","65-130",46
2024-11-16,"US","US","0-130",3393
2024-11-16,"US","US","0-64",2849
2024-11-16,"US","US","65-130",520
2024-11-16,"49","Utah","0-130",2
2024-11-16,"49","Utah","0-64",1
2024-11-16,"49","Utah","65-130",1
2024-11-16,"50","Vermont","0-130",3
2024-11-16,"50","Vermont","0-64",2
2024-11-16,"50","Vermont","65-130",1
2024-11-16,"51","Virginia","0-130",51
2024-11-16,"51","Virginia","0-64",47
2024-11-16,"51","Virginia","65-130",4
2024-11-16,"53","Washington","0-130",27
2024-11-16,"53","Washington","0-64",20
2024-11-16,"53","Washington","65-130",7
2024-11-16,"54","West Virginia","0-130",10
2024-11-16,"54","West Virginia","0-64",8
2024-11-16,"54","West Virginia","65-130",2
2024-11-16,"55","Wisconsin","0-130",7
2024-11-16,"55","Wisconsin","0-64",6
2024-11-16,"55","Wisconsin","65-130",1
2024-11-16,"56","Wyoming","0-130",3
2024-11-16,"56","Wyoming","0-64",3
2024-11-16,"56","Wyoming","65-130",0
2024-11-23,"01","Alabama","0-130",111
2024-11-23,"01","Alabama","0-64",91
2024-11-23,"01","Alabama","65-130",19
2024-11-23,"02","Alaska","0-130",4
2024-11-23,"02","Alaska","0-64",3
2024-11-23,"02","Alaska","65-130",1
2024-11-23,"60","American Samoa","0-130",0
2024-11-23,"60","American Samoa","0-64",0
2024-11-23,"60","American Samoa","65-130",0
2024-11-23,"04","Arizona","0-130",29
2024-11-23,"04","Arizona","0-64",25
2024-11-23,"04","Arizona","65-130",4
2024-11-23,"05","Arkansas","0-130",15
2024-11-23,"05","Arkansas","0-64",11
2024-11-23,"05","Arkansas","65-130",4
2024-11-23,"06","California","0-130",200
2024-11-23,"06","California","0-64",142
2024-11-23,"06","California","65-130",57
2024-11-23,"08","Colorado","0-130",27
2024-11-23,"08","Colorado","0-64",22
2024-11-23,"08","Colorado","65-130",5
2024-11-23,"09","Connecticut","0-130",35
2024-11-23,"09","Connecticut","0-64",26
2024-11-23,"09","Connecticut","65-130",9
2024-11-23,"10","Delaware","0-130",43
2024-11-23,"10","Delaware","0-64",39
2024-11-23,"10","Delaware","65-130",4
2024-11-23,"12","Florida","0-130",516
2024-11-23,"12","Florida","0-64",367
2024-11-23,"12","Florida","65-130",149
2024-11-23,"13","Georgia","0-130",327
2024-11-23,"13","Georgia","0-64",275
2024-11-23,"13","Georgia","65-130",52
2024-11-23,"66","Guam","0-130",3
2024-11-23,"66","Guam","0-64",3
2024-11-23,"66","Guam","65-130",0
2024-11-23,"15","Hawaii","0-130",25
2024-11-23,"15","Hawaii","0-64",20
2024-11-23,"15","Hawaii","65-130",5
2024-11-23,"16","Idaho","0-130",3
2024-11-23,"16","Idaho","0-64",1
2024-11-23,"16","Idaho","65-130",2
2024-11-23,"17","Illinois","0-130",151
2024-11-23,"17","Illinois","0-64",138
2024-11-23,"17","Illinois","65-130",13
2024-11-23,"18","Indiana","0-130",67
2024-11-23,"18","Indiana","0-64",62
2024-11-23,"18","Indiana","65-130",5
2024-11-23,"19","Iowa","0-130",9
2024-11-23,"19","Iowa","0-64",9
2024-11-23,"19","Iowa","65-130",0
2024-11-23,"20","Kansas","0-130",7
2024-11-23,"20","Kansas","0-64",7
2024-11-23,"20","Kansas","65-130",0
2024-11-23,"21","Kentucky","0-130",54
2024-11-23,"21","Kentucky","0-64",46
2024-11-23,"21","Kentucky","65-130",8
2024-11-23,"22","Louisiana","0-130",88
2024-11-23,"22","Louisiana","0-64",78
2024-11-23,"22","Louisiana","65-130",10
2024-11-23,"23","Maine","0-130",0
2024-11-23,"23","Maine","0-64",0
2024-11-23,"23","Maine","65-130",0
2024-11-23,"24","Maryland","0-130",99
2024-11-23,"24","Maryland","0-64",79
2024-11-23,"24","Maryland","65-130",20
2024-11-23,"25","Massachusetts","0-130",119
2024-11-23,"25","Massachusetts","0-64",95
2024-11-23,"25","Massachusetts","65-130",24
2024-11-23,"26","Michigan","0-130",59
2024-11-23,"26","Michigan","0-64",37
2024-11-23,"26","Michigan","65-130",18
2024-11-23,"27","Minnesota","0-130",15
2024-11-23,"27","Minnesota","0-64",13
2024-11-23,"27","Minnesota","65-130",2
2024-11-23,"28","Mississippi","0-130",67
2024-11-23,"28","Mississippi","0-64",60
2024-11-23,"28","Mississippi","65-130",7
2024-11-23,"29","Missouri","0-130",59
2024-11-23,"29","Missouri","0-64",54
2024-11-23,"29","Missouri","65-130",5
2024-11-23,"30","Montana","0-130",0
2024-11-23,"30","Montana","0-64",0
2024-11-23,"30","Montana","65-130",0
2024-11-23,"31","Nebraska","0-130",2
2024-11-23,"31","Nebraska","0-64",2
2024-11-23,"31","Nebraska","65-130",0
2024-11-23,"32","Nevada","0-130",22
2024-11-23,"32","Nevada","0-64",21
2024-11-23,"32","Nevada","65-130",1
2024-11-23,"33","New Hampshire","0-130",7
2024-11-23,"33","New Hampshire","0-64",4
2024-11-23,"33","New Hampshire","65-130",3
2024-11-23,"34","New Jersey","0-130",205
2024-11-23,"34","New Jersey","0-64",156
2024-11-23,"34","New Jersey","65-130",49
2024-11-23,"35","New Mexico","0-130",4
2024-11-23,"35","New Mexico","0-64",4
2024-11-23,"35","New Mexico","65-130",0
2024-11-23,"36","New York","0-130",404
2024-11-23,"36","New York","0-64",334
2024-11-23,"36","New York","65-130",70
2024-11-23,"37","North Carolina","0-130",79
2024-11-23,"37","North Carolina","0-64",64
2024-11-23,"37","North Carolina","65-130",15
2024-11-23,"38","North Dakota","0-130",1
2024-11-23,"38","North Dakota","0-64",1
2024-11-23,"38","North Dakota","65-130",0
2024-11-23,"39","Ohio","0-130",174
2024-11-23,"39","Ohio","0-64",152
2024-11-23,"39","Ohio","65-130",22
2024-11-23,"40","Oklahoma","0-130",11
2024-11-23,"40","Oklahoma","0-64",11
2024-11-23,"40","Oklahoma","65-130",0
2024-11-23,"41","Oregon","0-130",6
2024-11-23,"41","Oregon","0-64",5
2024-11-23,"41","Oregon","65-130",1
2024-11-23,"42","Pennsylvania","0-130",175
2024-11-23,"42","Pennsylvania","0-64",140
2024-11-23,"42","Pennsylvania","65-130",35
2024-11-23,"44","Rhode Island","0-130",18
2024-11-23,"44","Rhode Island","0-64",16
2024-11-23,"44","Rhode Island","65-130",2
2024-11-23,"45","South Carolina","0-130",112
2024-11-23,"45","South Carolina","0-64",92
2024-11-23,"45","South Carolina","65-130",20
2024-11-23,"46","South Dakota","0-130",0
2024-11-23,"46","South Dakota","0-64",0
2024-11-23,"46","South Dakota","65-130",0
2024-11-23,"47","Tennessee","0-130",141
2024-11-23,"47","Tennessee","0-64",125
2024-11-23,"47","Tennessee","65-130",16
2024-11-23,"48","Texas","0-130",623
2024-11-23,"48","Texas","0-64",566
2024-11-23,"48","Texas","65-130",57
2024-11-23,"US","US","0-130",4293
2024-11-23,"US","US","0-64",3523
2024-11-23,"US","US","65-130",748
2024-11-23,"49","Utah","0-130",3
2024-11-23,"49","Utah","0-64",2
2024-11-23,"49","Utah","65-130",1
2024-11-23,"50","Vermont","0-130",0
2024-11-23,"50","Vermont","0-64",0
2024-11-23,"50","Vermont","65-130",0
2024-11-23,"51","Virginia","0-130",70
2024-11-23,"51","Virginia","0-64",60
2024-11-23,"51","Virginia","65-130",10
2024-11-23,"53","Washington","0-130",37
2024-11-23,"53","Washington","0-64",23
2024-11-23,"53","Washington","65-130",14
2024-11-23,"54","West Virginia","0-130",13
2024-11-23,"54","West Virginia","0-64",10
2024-11-23,"54","West Virginia","65-130",3
2024-11-23,"55","Wisconsin","0-130",11
2024-11-23,"55","Wisconsin","0-64",9
2024-11-23,"55","Wisconsin","65-130",2
2024-11-23,"56","Wyoming","0-130",NA
2024-11-23,"56","Wyoming","0-64",NA
2024-11-23,"56","Wyoming","65-130",NA
2024-11-30,"01","Alabama","0-130",130
2024-11-30,"01","Alabama","0-64",111
2024-11-30,"01","Alabama","65-130",19
2024-11-30,"02","Alaska","0-130",13
2024-11-30,"02","Alaska","0-64",10
2024-11-30,"02","Alaska","65-130",3
2024-11-30,"60","American Samoa","0-130",1
2024-11-30,"60","American Samoa","0-64",1
2024-11-30,"60","American Samoa","65-130",0
2024-11-30,"04","Arizona","0-130",21
2024-11-30,"04","Arizona","0-64",17
2024-11-30,"04","Arizona","65-130",4
2024-11-30,"05","Arkansas","0-130",24
2024-11-30,"05","Arkansas","0-64",18
2024-11-30,"05","Arkansas","65-130",6
2024-11-30,"06","California","0-130",320
2024-11-30,"06","California","0-64",235
2024-11-30,"06","California","65-130",83
2024-11-30,"08","Colorado","0-130",23
2024-11-30,"08","Colorado","0-64",21
2024-11-30,"08","Colorado","65-130",2
2024-11-30,"09","Connecticut","0-130",50
2024-11-30,"09","Connecticut","0-64",42
2024-11-30,"09","Connecticut","65-130",8
2024-11-30,"10","Delaware","0-130",47
2024-11-30,"10","Delaware","0-64",39
2024-11-30,"10","Delaware","65-130",8
2024-11-30,"12","Florida","0-130",538
2024-11-30,"12","Florida","0-64",346
2024-11-30,"12","Florida","65-130",192
2024-11-30,"13","Georgia","0-130",401
2024-11-30,"13","Georgia","0-64",343
2024-11-30,"13","Georgia","65-130",58
2024-11-30,"66","Guam","0-130",1
2024-11-30,"66","Guam","0-64",1
2024-11-30,"66","Guam","65-130",0
2024-11-30,"15","Hawaii","0-130",19
2024-11-30,"15","Hawaii","0-64",17
2024-11-30,"15","Hawaii","65-130",2
2024-11-30,"16","Idaho","0-130",3
2024-11-30,"16","Idaho","0-64",3
2024-11-30,"16","Idaho","65-130",0
2024-11-30,"17","Illinois","0-130",225
2024-11-30,"17","Illinois","0-64",195
2024-11-30,"17","Illinois","65-130",30
2024-11-30,"18","Indiana","0-130",59
2024-11-30,"18","Indiana","0-64",48
2024-11-30,"18","Indiana","65-130",11
2024-11-30,"19","Iowa","0-130",10
2024-11-30,"19","Iowa","0-64",10
2024-11-30,"19","Iowa","65-130",0
2024-11-30,"20","Kansas","0-130",13
2024-11-30,"20","Kansas","0-64",10
2024-11-30,"20","Kansas","65-130",3
2024-11-30,"21","Kentucky","0-130",60
2024-11-30,"21","Kentucky","0-64",52
2024-11-30,"21","Kentucky","65-130",8
2024-11-30,"22","Louisiana","0-130",121
2024-11-30,"22","Louisiana","0-64",95
2024-11-30,"22","Louisiana","65-130",26
2024-11-30,"23","Maine","0-130",2
2024-11-30,"23","Maine","0-64",2
2024-11-30,"23","Maine","65-130",0
2024-11-30,"24","Maryland","0-130",113
2024-11-30,"24","Maryland","0-64",90
2024-11-30,"24","Maryland","65-130",23
2024-11-30,"25","Massachusetts","0-130",134
2024-11-30,"25","Massachusetts","0-64",104
2024-11-30,"25","Massachusetts","65-130",30
2024-11-30,"26","Michigan","0-130",106
2024-11-30,"26","Michigan","0-64",82
2024-11-30,"26","Michigan","65-130",24
2024-11-30,"27","Minnesota","0-130",23
2024-11-30,"27","Minnesota","0-64",19
2024-11-30,"27","Minnesota","65-130",4
2024-11-30,"28","Mississippi","0-130",77
2024-11-30,"28","Mississippi","0-64",67
2024-11-30,"28","Mississippi","65-130",10
2024-11-30,"29","Missouri","0-130",59
2024-11-30,"29","Missouri","0-64",54
2024-11-30,"29","Missouri","65-130",5
2024-11-30,"30","Montana","0-130",1
2024-11-30,"30","Montana","0-64",1
2024-11-30,"30","Montana","65-130",0
2024-11-30,"31","Nebraska","0-130",7
2024-11-30,"31","Nebraska","0-64",6
2024-11-30,"31","Nebraska","65-130",1
2024-11-30,"32","Nevada","0-130",24
2024-11-30,"32","Nevada","0-64",24
2024-11-30,"32","Nevada","65-130",0
2024-11-30,"33","New Hampshire","0-130",6
2024-11-30,"33","New Hampshire","0-64",3
2024-11-30,"33","New Hampshire","65-130",3
2024-11-30,"34","New Jersey","0-130",283
2024-11-30,"34","New Jersey","0-64",215
