location,date,age_group,target,value,population,value_numeric
US,2023-04-15,0-4,inc hosp,240.998589,18538353.0,240.998589
US,2023-04-08,0-4,rate hosp,1.1,18538353.0,1.1
US,2023-04-08,0-4,inc hosp,203.921883,18538353.0,203.921883
US,2023-04-01,0-4,rate hosp,1.4,18538353.0,1.4
US,2023-04-01,0-4,inc hosp,259.536942,18538353.0,259.536942
US,2023-03-25,0-4,rate hosp,2.0,18538353.0,2.0
US,2023-03-25,0-4,inc hosp,370.76706,18538353.0,370.76706
US,2023-03-18,0-4,rate hosp,2.1,18538353.0,2.1
US,2023-03-18,0-4,inc hosp,389.305413,18538353.0,389.305413
US,2023-03-11,0-4,rate hosp,2.4,18538353.0,2.4
US,2023-03-11,0-4,inc hosp,444.920472,18538353.0,444.920472
US,2023-03-04,0-4,rate hosp,2.3,18538353.0,2.3
US,2023-03-04,0-4,inc hosp,426.382119,18538353.0,426.382119
US,2023-02-25,0-4,rate hosp,3.2,18538353.0,3.2
US,2023-02-25,0-4,inc hosp,593.227296,18538353.0,593.227296
US,2023-02-18,0-4,rate hosp,4.7,18538353.0,4.7
US,2023-02-18,0-4,inc hosp,871.302591,18538353.0,871.302591
US,2023-02-11,0-4,rate hosp,4.8,18538353.0,4.8
US,2023-02-11,0-4,inc hosp,889.840944,18538353.0,889.840944
US,2023-02-04,0-4,rate hosp,4.1,18538353.0,4.1
US,2023-02-04,0-4,inc hosp,760.072473,18538353.0,760.072473
US,2023-01-28,0-4,rate hosp,6.6,18538353.0,6.6
US,2023-01-28,0-4,inc hosp,1223.531298,18538353.0,1223.531298
US,2023-01-21,0-4,rate hosp,7.3,18538353.0,7.3
US,2023-01-21,0-4,inc hosp,1353.299769,18538353.0,1353.299769
US,2023-01-14,0-4,rate hosp,8.9,18538353.0,8.9
US,2023-01-14,0-4,inc hosp,1649.913417,18538353.0,1649.913417
US,2023-01-07,0-4,rate hosp,10.7,18538353.0,10.7
US,2023-01-07,0-4,inc hosp,1983.603771,18538353.0,1983.603771
US,2022-12-31,0-4,rate hosp,15.0,18538353.0,15.0
US,2022-12-31,0-4,inc hosp,2780.75295,18538353.0,2780.75295
US,2022-12-24,0-4,rate hosp,15.7,18538353.0,15.7
US,2022-12-24,0-4,inc hosp,2910.521421,18538353.0,2910.521421
US,2022-12-17,0-4,rate hosp,25.8,18538353.0,25.8
US,2022-12-17,0-4,inc hosp,4782.895074,18538353.0,4782.895074
US,2022-12-10,0-4,rate hosp,32.4,18538353.0,32.4
US,2022-12-10,0-4,inc hosp,6006.426372,18538353.0,6006.426372
US,2022-12-03,0-4,rate hosp,47.3,18538353.0,47.3
US,2022-12-03,0-4,inc hosp,8768.640969,18538353.0,8768.640969
US,2022-11-26,0-4,rate hosp,51.2,18538353.0,51.2
US,2022-11-26,0-4,inc hosp,9491.636736,18538353.0,9491.636736
US,2022-11-19,0-4,rate hosp,60.9,18538353.0,60.9
US,2022-11-19,0-4,inc hosp,11289.856977,18538353.0,11289.856977
US,2022-11-12,0-4,rate hosp,69.2,18538353.0,69.2
US,2022-11-12,0-4,inc hosp,12828.540276,18538353.0,12828.540276
US,2022-11-05,0-4,rate hosp,62.0,18538353.0,62.0
US,2022-11-05,0-4,inc hosp,11493.77886,18538353.0,11493.77886
US,2022-10-29,0-4,rate hosp,50.1,18538353.0,50.1
US,2022-10-29,0-4,inc hosp,9287.714853,18538353.0,9287.714853
US,2022-10-22,0-4,rate hosp,39.1,18538353.0,39.1
US,2022-10-22,0-4,inc hosp,7248.496023,18538353.0,7248.496023
US,2022-10-15,0-4,rate hosp,36.2,18538353.0,36.2
US,2022-10-15,0-4,inc hosp,6710.883786,18538353.0,6710.883786
US,2022-10-08,0-4,rate hosp,20.3,18538353.0,20.3
US,2022-10-08,0-4,inc hosp,3763.285659,18538353.0,3763.285659
49,2024-09-28,0-130,rate hosp,0.0,3376238.0,0.0
49,2024-09-28,0-130,inc hosp,0.0,3376238.0,0.0
49,2024-09-21,0-130,rate hosp,0.0,3376238.0,0.0
49,2024-09-21,0-130,inc hosp,0.0,3376238.0,0.0
49,2024-09-14,0-130,rate hosp,0.0,3376238.0,0.0
49,2024-09-14,0-130,inc hosp,0.0,3376238.0,0.0
49,2024-09-07,0-130,rate hosp,0.0,3376238.0,0.0
49,2024-09-07,0-130,inc hosp,0.0,3376238.0,0.0
49,2024-08-31,0-130,rate hosp,0.0,3376238.0,0.0
49,2024-08-31,0-130,inc hosp,0.0,3376238.0,0.0
49,2024-08-24,0-130,rate hosp,0.0,3376238.0,0.0
49,2024-08-24,0-130,inc hosp,0.0,3376238.0,0.0
49,2024-08-17,0-130,rate hosp,0.0,3376238.0,0.0
49,2024-08-17,0-130,inc hosp,0.0,3376238.0,0.0
49,2024-08-10,0-130,rate hosp,0.0,3376238.0,0.0
49,2024-08-10,0-130,inc hosp,0.0,3376238.0,0.0
49,2024-08-03,0-130,rate hosp,0.0,3376238.0,0.0
49,2024-08-03,0-130,inc hosp,0.0,3376238.0,0.0
49,2024-07-27,0-130,rate hosp,0.0,3376238.0,0.0
49,2024-07-27,0-130,inc hosp,0.0,3376238.0,0.0
49,2024-07-20,0-130,rate hosp,0.0,3376238.0,0.0
49,2024-07-20,0-130,inc hosp,0.0,3376238.0,0.0
49,2024-07-13,0-130,rate hosp,0.1,3376238.0,0.1
49,2024-07-13,0-130,inc hosp,3.376238,3376238.0,3.376238
49,2024-07-06,0-130,rate hosp,0.0,3376238.0,0.0
49,2024-07-06,0-130,inc hosp,0.0,3376238.0,0.0
49,2024-06-29,0-130,rate hosp,0.0,3376238.0,0.0
49,2024-06-29,0-130,inc hosp,0.0,3376238.0,0.0
49,2024-06-22,0-130,rate hosp,0.0,3376238.0,0.0
49,2024-06-22,0-130,inc hosp,0.0,3376238.0,0.0
49,2024-06-15,0-130,rate hosp,0.0,3376238.0,0.0
49,2024-06-15,0-130,inc hosp,0.0,3376238.0,0.0
49,2024-06-08,0-130,rate hosp,0.1,3376238.0,0.1
49,2024-06-08,0-130,inc hosp,3.376238,3376238.0,3.376238
49,2024-06-01,0-130,rate hosp,0.1,3376238.0,0.1
49,2024-06-01,0-130,inc hosp,3.376238,3376238.0,3.376238
49,2024-05-25,0-130,rate hosp,0.0,3376238.0,0.0
49,2024-05-25,0-130,inc hosp,0.0,3376238.0,0.0
49,2024-05-18,0-130,rate hosp,0.2,3376238.0,0.2
49,2024-05-18,0-130,inc hosp,6.752476,3376238.0,6.752476
49,2024-05-11,0-130,rate hosp,0.1,3376238.0,0.1
49,2024-05-11,0-130,inc hosp,3.376238,3376238.0,3.376238
49,2024-05-04,0-130,rate hosp,0.2,3376238.0,0.2
49,2024-05-04,0-130,inc hosp,6.752476,3376238.0,6.752476
49,2024-04-27,0-130,rate hosp,0.2,3376238.0,0.2
49,2024-04-27,0-130,inc hosp,6.752476,3376238.0,6.752476
49,2024-04-20,0-130,rate hosp,0.1,3376238.0,0.1
49,2024-04-20,0-130,inc hosp,3.376238,3376238.0,3.376238
49,2024-04-13,0-130,rate hosp,0.5,3376238.0,0.5
49,2024-04-13,0-130,inc hosp,16.88119,3376238.0,16.88119
49,2024-04-06,0-130,rate hosp,0.8,3376238.0,0.8
49,2024-04-06,0-130,inc hosp,27.009904,3376238.0,27.009904
49,2024-03-30,0-130,rate hosp,1.2,3376238.0,1.2
49,2024-03-30,0-130,inc hosp,40.514856,3376238.0,40.514856
49,2024-03-23,0-130,rate hosp,1.2,3376238.0,1.2
49,2024-03-23,0-130,inc hosp,40.514856,3376238.0,40.514856
49,2024-03-16,0-130,rate hosp,1.8,3376238.0,1.8
49,2024-03-16,0-130,inc hosp,60.772284,3376238.0,60.772284
49,2024-03-09,0-130,rate hosp,2.1,3376238.0,2.1
49,2024-03-09,0-130,inc hosp,70.900998,3376238.0,70.900998
49,2024-03-02,0-130,rate hosp,2.6,3376238.0,2.6
49,2024-03-02,0-130,inc hosp,87.782188,3376238.0,87.782188
49,2024-02-24,0-130,rate hosp,3.6,3376238.0,3.6
49,2024-02-24,0-130,inc hosp,121.544568,3376238.0,121.544568
49,2024-02-17,0-130,rate hosp,3.4,3376238.0,3.4
49,2024-02-17,0-130,inc hosp,114.792092,3376238.0,114.792092
49,2024-02-10,0-130,rate hosp,3.5,3376238.0,3.5
49,2024-02-10,0-130,inc hosp,118.16833,3376238.0,118.16833
49,2024-02-03,0-130,rate hosp,3.9,3376238.0,3.9
49,2024-02-03,0-130,inc hosp,131.673282,3376238.0,131.673282
49,2024-01-27,0-130,rate hosp,3.5,3376238.0,3.5
49,2024-01-27,0-130,inc hosp,118.16833,3376238.0,118.16833
49,2024-01-20,0-130,rate hosp,4.6,3376238.0,4.6
49,2024-01-20,0-130,inc hosp,155.306948,3376238.0,155.306948
49,2024-01-13,0-130,rate hosp,5.1,3376238.0,5.1
49,2024-01-13,0-130,inc hosp,172.188138,3376238.0,172.188138
49,2024-01-06,0-130,rate hosp,5.6,3376238.0,5.6
49,2024-01-06,0-130,inc hosp,189.069328,3376238.0,189.069328
49,2023-12-30,0-130,rate hosp,5.7,3376238.0,5.7
49,2023-12-30,0-130,inc hosp,192.445566,3376238.0,192.445566
49,2023-12-23,0-130,rate hosp,3.4,3376238.0,3.4
49,2023-12-23,0-130,inc hosp,114.792092,3376238.0,114.792092
49,2023-12-16,0-130,rate hosp,2.6,3376238.0,2.6
49,2023-12-16,0-130,inc hosp,87.782188,3376238.0,87.782188
49,2023-12-09,0-130,rate hosp,2.0,3376238.0,2.0
49,2023-12-09,0-130,inc hosp,67.52476,3376238.0,67.52476
49,2023-12-02,0-130,rate hosp,1.2,3376238.0,1.2
49,2023-12-02,0-130,inc hosp,40.514856,3376238.0,40.514856
49,2023-11-25,0-130,rate hosp,0.8,3376238.0,0.8
49,2023-11-25,0-130,inc hosp,27.009904,3376238.0,27.009904
49,2023-11-18,0-130,rate hosp,0.5,3376238.0,0.5
49,2023-11-18,0-130,inc hosp,16.88119,3376238.0,16.88119
49,2023-11-11,0-130,rate hosp,0.8,3376238.0,0.8
49,2023-11-11,0-130,inc hosp,27.009904,3376238.0,27.009904
49,2023-11-04,0-130,rate hosp,0.4,3376238.0,0.4
49,2023-11-04,0-130,inc hosp,13.504952,3376238.0,13.504952
49,2023-10-28,0-130,rate hosp,0.3,3376238.0,0.3
49,2023-10-28,0-130,inc hosp,10.128714,3376238.0,10.128714
49,2023-10-21,0-130,rate hosp,0.0,3376238.0,0.0
49,2023-10-21,0-130,inc hosp,0.0,3376238.0,0.0
49,2023-10-14,0-130,rate hosp,0.1,3376238.0,0.1
49,2023-10-14,0-130,inc hosp,3.376238,3376238.0,3.376238
49,2023-10-07,0-130,rate hosp,0.1,3376238.0,0.1
49,2023-10-07,0-130,inc hosp,3.376238,3376238.0,3.376238
49,2024-09-28,18-130,rate hosp,0.0,2444630.0,0.0
49,2024-09-28,18-130,inc hosp,0.0,2444630.0,0.0
49,2024-09-21,18-130,rate hosp,0.0,2444630.0,0.0
49,2024-09-21,18-130,inc hosp,0.0,2444630.0,0.0
49,2024-09-14,18-130,rate hosp,0.0,2444630.0,0.0
49,2024-09-14,18-130,inc hosp,0.0,2444630.0,0.0
49,2024-09-07,18-130,rate hosp,0.0,2444630.0,0.0
49,2024-09-07,18-130,inc hosp,0.0,2444630.0,0.0
49,2024-08-31,18-130,rate hosp,0.0,2444630.0,0.0
49,2024-08-31,18-130,inc hosp,0.0,2444630.0,0.0
49,2024-08-24,18-130,rate hosp,0.0,2444630.0,0.0
49,2024-08-24,18-130,inc hosp,0.0,2444630.0,0.0
49,2024-08-17,18-130,rate hosp,0.0,2444630.0,0.0
49,2024-08-17,18-130,inc hosp,0.0,2444630.0,0.0
49,2024-08-10,18-130,rate hosp,0.0,2444630.0,0.0
49,2024-08-10,18-130,inc hosp,0.0,2444630.0,0.0
49,2024-08-03,18-130,rate hosp,0.0,2444630.0,0.0
49,2024-08-03,18-130,inc hosp,0.0,2444630.0,0.0
49,2024-07-27,18-130,rate hosp,0.0,2444630.0,0.0
49,2024-07-27,18-130,inc hosp,0.0,2444630.0,0.0
49,2024-07-20,18-130,rate hosp,0.0,2444630.0,0.0
49,2024-07-20,18-130,inc hosp,0.0,2444630.0,0.0
49,2024-07-13,18-130,rate hosp,0.0,2444630.0,0.0
49,2024-07-13,18-130,inc hosp,0.0,2444630.0,0.0
49,2024-07-06,18-130,rate hosp,0.0,2444630.0,0.0
49,2024-07-06,18-130,inc hosp,0.0,2444630.0,0.0
49,2024-06-29,18-130,rate hosp,0.0,2444630.0,0.0
49,2024-06-29,18-130,inc hosp,0.0,2444630.0,0.0
49,2024-06-22,18-130,rate hosp,0.0,2444630.0,0.0
49,2024-06-22,18-130,inc hosp,0.0,2444630.0,0.0
49,2024-06-15,18-130,rate hosp,0.0,2444630.0,0.0
49,2024-06-15,18-130,inc hosp,0.0,2444630.0,0.0
49,2024-06-08,18-130,rate hosp,0.0,2444630.0,0.0
49,2024-06-08,18-130,inc hosp,0.0,2444630.0,0.0
49,2024-06-01,18-130,rate hosp,0.1,2444630.0,0.1
49,2024-06-01,18-130,inc hosp,2.44463,2444630.0,2.44463
49,2024-05-25,18-130,rate hosp,0.0,2444630.0,0.0
49,2024-05-25,18-130,inc hosp,0.0,2444630.0,0.0
49,2024-05-18,18-130,rate hosp,0.2,2444630.0,0.2
49,2024-05-18,18-130,inc hosp,4.88926,2444630.0,4.88926
49,2024-05-11,18-130,rate hosp,0.0,2444630.0,0.0
49,2024-05-11,18-130,inc hosp,0.0,2444630.0,0.0
49,2024-05-04,18-130,rate hosp,0.2,2444630.0,0.2
49,2024-05-04,18-130,inc hosp,4.88926,2444630.0,4.88926
49,2024-04-27,18-130,rate hosp,0.0,2444630.0,0.0
49,2024-04-27,18-130,inc hosp,0.0,2444630.0,0.0
49,2024-04-20,18-130,rate hosp,0.0,2444630.0,0.0
49,2024-04-20,18-130,inc hosp,0.0,2444630.0,0.0
49,2024-04-13,18-130,rate hosp,0.7,2444630.0,0.7
49,2024-04-13,18-130,inc hosp,17.11241,2444630.0,17.11241
49,2024-04-06,18-130,rate hosp,0.4,2444630.0,0.4
49,2024-04-06,18-130,inc hosp,9.77852,2444630.0,9.77852
49,2024-03-30,18-130,rate hosp,0.2,2444630.0,0.2
49,2024-03-30,18-130,inc hosp,4.88926,2444630.0,4.88926
49,2024-03-23,18-130,rate hosp,0.7,2444630.0,0.7
49,2024-03-23,18-130,inc hosp,17.11241,2444630.0,17.11241
49,2024-03-16,18-130,rate hosp,0.6,2444630.0,0.6
49,2024-03-16,18-130,inc hosp,14.66778,2444630.0,14.66778
49,2024-03-09,18-130,rate hosp,0.8,2444630.0,0.8
49,2024-03-09,18-130,inc hosp,19.55704,2444630.0,19.55704
49,2024-03-02,18-130,rate hosp,1.1,2444630.0,1.1
49,2024-03-02,18-130,inc hosp,26.89093,2444630.0,26.89093
49,2024-02-24,18-130,rate hosp,1.8,2444630.0,1.8
49,2024-02-24,18-130,inc hosp,44.00334,2444630.0,44.00334
49,2024-02-17,18-130,rate hosp,1.9,2444630.0,1.9
49,2024-02-17,18-130,inc hosp,46.44797,2444630.0,46.44797
49,2024-02-10,18-130,rate hosp,0.8,2444630.0,0.8
49,2024-02-10,18-130,inc hosp,19.55704,2444630.0,19.55704
49,2024-02-03,18-130,rate hosp,1.2,2444630.0,1.2
49,2024-02-03,18-130,inc hosp,29.33556,2444630.0,29.33556
49,2024-01-27,18-130,rate hosp,1.1,2444630.0,1.1
49,2024-01-27,18-130,inc hosp,26.89093,2444630.0,26.89093
49,2024-01-20,18-130,rate hosp,1.2,2444630.0,1.2
49,2024-01-20,18-130,inc hosp,29.33556,2444630.0,29.33556
49,2024-01-13,18-130,rate hosp,2.2,2444630.0,2.2
49,2024-01-13,18-130,inc hosp,53.78186,2444630.0,53.78186
49,2024-01-06,18-130,rate hosp,1.5,2444630.0,1.5
49,2024-01-06,18-130,inc hosp,36.66945,2444630.0,36.66945
49,2023-12-30,18-130,rate hosp,1.9,2444630.0,1.9
49,2023-12-30,18-130,inc hosp,46.44797,2444630.0,46.44797
49,2023-12-23,18-130,rate hosp,1.0,2444630.0,1.0
49,2023-12-23,18-130,inc hosp,24.4463,2444630.0,24.4463
49,2023-12-16,18-130,rate hosp,0.7,2444630.0,0.7
49,2023-12-16,18-130,inc hosp,17.11241,2444630.0,17.11241
49,2023-12-09,18-130,rate hosp,0.3,2444630.0,0.3
49,2023-12-09,18-130,inc hosp,7.33389,2444630.0,7.33389
49,2023-12-02,18-130,rate hosp,0.4,2444630.0,0.4
49,2023-12-02,18-130,inc hosp,9.77852,2444630.0,9.77852
49,2023-11-25,18-130,rate hosp,0.0,2444630.0,0.0
49,2023-11-25,18-130,inc hosp,0.0,2444630.0,0.0
49,2023-11-18,18-130,rate hosp,0.3,2444630.0,0.3
49,2023-11-18,18-130,inc hosp,7.33389,2444630.0,7.33389
49,2023-11-11,18-130,rate hosp,0.2,2444630.0,0.2
49,2023-11-11,18-130,inc hosp,4.88926,2444630.0,4.88926
49,2023-11-04,18-130,rate hosp,0.2,2444630.0,0.2
49,2023-11-04,18-130,inc hosp,4.88926,2444630.0,4.88926
49,2023-10-28,18-130,rate hosp,0.0,2444630.0,0.0
49,2023-10-28,18-130,inc hosp,0.0,2444630.0,0.0
49,2023-10-21,18-130,rate hosp,0.0,2444630.0,0.0
49,2023-10-21,18-130,inc hosp,0.0,2444630.0,0.0
49,2023-10-14,18-130,rate hosp,0.0,2444630.0,0.0
49,2023-10-14,18-130,inc hosp,0.0,2444630.0,0.0
49,2023-10-07,18-130,rate hosp,0.0,2444630.0,0.0
49,2023-10-07,18-130,inc hosp,0.0,2444630.0,0.0
49,2024-09-28,75-130,rate hosp,0.0,159324.0,0.0
49,2024-09-28,75-130,inc hosp,0.0,159324.0,0.0
49,2024-09-21,75-130,rate hosp,0.0,159324.0,0.0
49,2024-09-21,75-130,inc hosp,0.0,159324.0,0.0
49,2024-09-14,75-130,rate hosp,0.0,159324.0,0.0
49,2024-09-14,75-130,inc hosp,0.0,159324.0,0.0
49,2024-09-07,75-130,rate hosp,0.0,159324.0,0.0
49,2024-09-07,75-130,inc hosp,0.0,159324.0,0.0
49,2024-08-31,75-130,rate hosp,0.0,159324.0,0.0
49,2024-08-31,75-130,inc hosp,0.0,159324.0,0.0
49,2024-08-24,75-130,rate hosp,0.0,159324.0,0.0
49,2024-08-24,75-130,inc hosp,0.0,159324.0,0.0
49,2024-08-17,75-130,rate hosp,0.0,159324.0,0.0
49,2024-08-17,75-130,inc hosp,0.0,159324.0,0.0
49,2024-08-10,75-130,rate hosp,0.0,159324.0,0.0
49,2024-08-10,75-130,inc hosp,0.0,159324.0,0.0
49,2024-08-03,75-130,rate hosp,0.0,159324.0,0.0
49,2024-08-03,75-130,inc hosp,0.0,159324.0,0.0
49,2024-07-27,75-130,rate hosp,0.0,159324.0,0.0
49,2024-07-27,75-130,inc hosp,0.0,159324.0,0.0
49,2024-07-20,75-130,rate hosp,0.0,159324.0,0.0
49,2024-07-20,75-130,inc hosp,0.0,159324.0,0.0
49,2024-07-13,75-130,rate hosp,0.0,159324.0,0.0
49,2024-07-13,75-130,inc hosp,0.0,159324.0,0.0
49,2024-07-06,75-130,rate hosp,0.0,159324.0,0.0
49,2024-07-06,75-130,inc hosp,0.0,159324.0,0.0
49,2024-06-29,75-130,rate hosp,0.0,159324.0,0.0
49,2024-06-29,75-130,inc hosp,0.0,159324.0,0.0
49,2024-06-22,75-130,rate hosp,0.0,159324.0,0.0
49,2024-06-22,75-130,inc hosp,0.0,159324.0,0.0
49,2024-06-15,75-130,rate hosp,0.0,159324.0,0.0
49,2024-06-15,75-130,inc hosp,0.0,159324.0,0.0
49,2024-06-08,75-130,rate hosp,0.0,159324.0,0.0
49,2024-06-08,75-130,inc hosp,0.0,159324.0,0.0
49,2024-06-01,75-130,rate hosp,0.0,159324.0,0.0
49,2024-06-01,75-130,inc hosp,0.0,159324.0,0.0
49,2024-05-25,75-130,rate hosp,0.0,159324.0,0.0
49,2024-05-25,75-130,inc hosp,0.0,159324.0,0.0
49,2024-05-18,75-130,rate hosp,1.8,159324.0,1.8
49,2024-05-18,75-130,inc hosp,2.867832,159324.0,2.867832
49,2024-05-11,75-130,rate hosp,0.0,159324.0,0.0
49,2024-05-11,75-130,inc hosp,0.0,159324.0,0.0
49,2024-05-04,75-130,rate hosp,0.0,159324.0,0.0
49,2024-05-04,75-130,inc hosp,0.0,159324.0,0.0
49,2024-04-27,75-130,rate hosp,0.0,159324.0,0.0
49,2024-04-27,75-130,inc hosp,0.0,159324.0,0.0
49,2024-04-20,75-130,rate hosp,0.0,159324.0,0.0
49,2024-04-20,75-130,inc hosp,0.0,159324.0,0.0
49,2024-04-13,75-130,rate hosp,3.6,159324.0,3.6
49,2024-04-13,75-130,inc hosp,5.735664,159324.0,5.735664
49,2024-04-06,75-130,rate hosp,3.6,159324.0,3.6
49,2024-04-06,75-130,inc hosp,5.735664,159324.0,5.735664
49,2024-03-30,75-130,rate hosp,0.0,159324.0,0.0
49,2024-03-30,75-130,inc hosp,0.0,159324.0,0.0
49,2024-03-23,75-130,rate hosp,0.0,159324.0,0.0
49,2024-03-23,75-130,inc hosp,0.0,159324.0,0.0
49,2024-03-16,75-130,rate hosp,1.8,159324.0,1.8
49,2024-03-16,75-130,inc hosp,2.867832,159324.0,2.867832
49,2024-03-09,75-130,rate hosp,3.6,159324.0,3.6
49,2024-03-09,75-130,inc hosp,5.735664,159324.0,5.735664
49,2024-03-02,75-130,rate hosp,9.0,159324.0,9.0
49,2024-03-02,75-130,inc hosp,14.33916,159324.0,14.33916
49,2024-02-24,75-130,rate hosp,0.0,159324.0,0.0
49,2024-02-24,75-130,inc hosp,0.0,159324.0,0.0
49,2024-02-17,75-130,rate hosp,9.0,159324.0,9.0
49,2024-02-17,75-130,inc hosp,14.33916,159324.0,14.33916
49,2024-02-10,75-130,rate hosp,3.6,159324.0,3.6
49,2024-02-10,75-130,inc hosp,5.735664,159324.0,5.735664
49,2024-02-03,75-130,rate hosp,9.0,159324.0,9.0
49,2024-02-03,75-130,inc hosp,14.33916,159324.0,14.33916
49,2024-01-27,75-130,rate hosp,3.6,159324.0,3.6
49,2024-01-27,75-130,inc hosp,5.735664,159324.0,5.735664
49,2024-01-20,75-130,rate hosp,9.0,159324.0,9.0
49,2024-01-20,75-130,inc hosp,14.33916,159324.0,14.33916
49,2024-01-13,75-130,rate hosp,9.0,159324.0,9.0
49,2024-01-13,75-130,inc hosp,14.33916,159324.0,14.33916
49,2024-01-06,75-130,rate hosp,3.6,159324.0,3.6
49,2024-01-06,75-130,inc hosp,5.735664,159324.0,5.735664
49,2023-12-30,75-130,rate hosp,9.0,159324.0,9.0
49,2023-12-30,75-130,inc hosp,14.33916,159324.0,14.33916
49,2023-12-23,75-130,rate hosp,5.4,159324.0,5.4
49,2023-12-23,75-130,inc hosp,8.603496,159324.0,8.603496
49,2023-12-16,75-130,rate hosp,1.8,159324.0,1.8
49,2023-12-16,75-130,inc hosp,2.867832,159324.0,2.867832
49,2023-12-09,75-130,rate hosp,5.4,159324.0,5.4
49,2023-12-09,75-130,inc hosp,8.603496,159324.0,8.603496
49,2023-12-02,75-130,rate hosp,1.8,159324.0,1.8
49,2023-12-02,75-130,inc hosp,2.867832,159324.0,2.867832
49,2023-11-25,75-130,rate hosp,0.0,159324.0,0.0
49,2023-11-25,75-130,inc hosp,0.0,159324.0,0.0
49,2023-11-18,75-130,rate hosp,1.8,159324.0,1.8
49,2023-11-18,75-130,inc hosp,2.867832,159324.0,2.867832
49,2023-11-11,75-130,rate hosp,1.8,159324.0,1.8
49,2023-11-11,75-130,inc hosp,2.867832,159324.0,2.867832
49,2023-11-04,75-130,rate hosp,0.0,159324.0,0.0
49,2023-11-04,75-130,inc hosp,0.0,159324.0,0.0
49,2023-10-28,75-130,rate hosp,0.0,159324.0,0.0
49,2023-10-28,75-130,inc hosp,0.0,159324.0,0.0
49,2023-10-21,75-130,rate hosp,0.0,159324.0,0.0
49,2023-10-21,75-130,inc hosp,0.0,159324.0,0.0
49,2023-10-14,75-130,rate hosp,0.0,159324.0,0.0
49,2023-10-14,75-130,inc hosp,0.0,159324.0,0.0
49,2023-10-07,75-130,rate hosp,0.0,159324.0,0.0
49,2023-10-07,75-130,inc hosp,0.0,159324.0,0.0
49,2024-09-28,65-74,rate hosp,0.0,245876.0,0.0
49,2024-09-28,65-74,inc hosp,0.0,245876.0,0.0
49,2024-09-21,65-74,rate hosp,0.0,245876.0,0.0
49,2024-09-21,65-74,inc hosp,0.0,245876.0,0.0
49,2024-09-14,65-74,rate hosp,0.0,245876.0,0.0
49,2024-09-14,65-74,inc hosp,0.0,245876.0,0.0
49,2024-09-07,65-74,rate hosp,0.0,245876.0,0.0
49,2024-09-07,65-74,inc hosp,0.0,245876.0,0.0
49,2024-08-31,65-74,rate hosp,0.0,245876.0,0.0
49,2024-08-31,65-74,inc hosp,0.0,245876.0,0.0
49,2024-08-24,65-74,rate hosp,0.0,245876.0,0.0
49,2024-08-24,65-74,inc hosp,0.0,245876.0,0.0
49,2024-08-17,65-74,rate hosp,0.0,245876.0,0.0
49,2024-08-17,65-74,inc hosp,0.0,245876.0,0.0
49,2024-08-10,65-74,rate hosp,0.0,245876.0,0.0
49,2024-08-10,65-74,inc hosp,0.0,245876.0,0.0
49,2024-08-03,65-74,rate hosp,0.0,245876.0,0.0
49,2024-08-03,65-74,inc hosp,0.0,245876.0,0.0
49,2024-07-27,65-74,rate hosp,0.0,245876.0,0.0
49,2024-07-27,65-74,inc hosp,0.0,245876.0,0.0
49,2024-07-20,65-74,rate hosp,0.0,245876.0,0.0
49,2024-07-20,65-74,inc hosp,0.0,245876.0,0.0
49,2024-07-13,65-74,rate hosp,0.0,245876.0,0.0
49,2024-07-13,65-74,inc hosp,0.0,245876.0,0.0
49,2024-07-06,65-74,rate hosp,0.0,245876.0,0.0
49,2024-07-06,65-74,inc hosp,0.0,245876.0,0.0
49,2024-06-29,65-74,rate hosp,0.0,245876.0,0.0
49,2024-06-29,65-74,inc hosp,0.0,245876.0,0.0
49,2024-06-22,65-74,rate hosp,0.0,245876.0,0.0
49,2024-06-22,65-74,inc hosp,0.0,245876.0,0.0
49,2024-06-15,65-74,rate hosp,0.0,245876.0,0.0
49,2024-06-15,65-74,inc hosp,0.0,245876.0,0.0
49,2024-06-08,65-74,rate hosp,0.0,245876.0,0.0
49,2024-06-08,65-74,inc hosp,0.0,245876.0,0.0
49,2024-06-01,65-74,rate hosp,0.0,245876.0,0.0
49,2024-06-01,65-74,inc hosp,0.0,245876.0,0.0
49,2024-05-25,65-74,rate hosp,0.0,245876.0,0.0
49,2024-05-25,65-74,inc hosp,0.0,245876.0,0.0
49,2024-05-18,65-74,rate hosp,0.0,245876.0,0.0
49,2024-05-18,65-74,inc hosp,0.0,245876.0,0.0
49,2024-05-11,65-74,rate hosp,0.0,245876.0,0.0
49,2024-05-11,65-74,inc hosp,0.0,245876.0,0.0
49,2024-05-04,65-74,rate hosp,1.1,245876.0,1.1
49,2024-05-04,65-74,inc hosp,2.704636,245876.0,2.704636
49,2024-04-27,65-74,rate hosp,0.0,245876.0,0.0
49,2024-04-27,65-74,inc hosp,0.0,245876.0,0.0
49,2024-04-20,65-74,rate hosp,0.0,245876.0,0.0
49,2024-04-20,65-74,inc hosp,0.0,245876.0,0.0
49,2024-04-13,65-74,rate hosp,1.1,245876.0,1.1
49,2024-04-13,65-74,inc hosp,2.704636,245876.0,2.704636
49,2024-04-06,65-74,rate hosp,1.1,245876.0,1.1
49,2024-04-06,65-74,inc hosp,2.704636,245876.0,2.704636
49,2024-03-30,65-74,rate hosp,0.0,245876.0,0.0
